id,sentence,label,sentence_length
455,"the bag is too weighty, so I cannot hold it",0,10
455,"the bag is too light, so I cannot hold it",1,10
456,I am ill so I need to see an actor,0,10
456,I am ill so I need to see a doctor,1,10
457,I work hard so I fail the exam finally,0,9
457,I work hard so I pass the exam finally,1,9
458,I finished my work late last night so I am energetic now,0,12
458,I finished my work early last night so I am energetic now,1,12
459,it is summer so I need to put on more clothes,0,11
459,it is winter so I need to put on more clothes,1,11
460,I get up too early so I will be late for school,0,12
460,I get up too late so I will be late for school,1,12
461,I am hungry now so I am going to a restaurant,1,11
461,I am hungry now so I am going to a hospital,0,11
462,the food tastes awful so I want to eat it again,0,11
462,the food tastes good so I want to eat it again,1,11
463,most grasses are green,1,4
463,most grasses are black,0,4
464,we meet snakes in the forest,1,6
464,we meet whales in the forest,0,6
465,he put out the fire with oil,0,7
465,he put out the fire with water,1,7
466,he often listens to the video,0,6
466,he often listens to the music,1,6
467,there is a blackboard in the front of the classroom,1,10
467,there is a sea in the front of the classroom,0,10
469,he uses a bamboo basket to fetch water,0,8
469,he uses a bottle to fetch water,1,7
470,they feel colder after the snow,1,6
470,They feel warmer after the snow,0,6
471,He cut metal with scissors,0,5
471,he cut the paper with scissors,1,6
472,my family fly kites on sunny days,1,7
472,my family fly kites on rainy days,0,7
473,An ant knocked down a tree,0,6
473,A car knocked down a tree,1,6
475,we hear thunder first in thunderstorm days,0,7
475,we see lightning first in thunderstorm days,1,7
476,the cat caught a mouse,1,5
476,the cat caught a tiger,0,5
477,some birds are flying in the sky,1,7
477,some fish are flying in the sky,0,7
478,he built a snowman on a winter day,1,8
478,he built a snowman on a summer day,0,8
480,wheat grows in the ocean,0,5
480,wheat grows in the land,1,5
481,he saw seven colors when the rainbow appears,1,8
481,he saw eight colors when the rainbow appears,0,8
482,thirst would make you want to sleep,0,7
482,thirst would make you want to drink water,1,8
485,Close relatives are not usually allowed to marry,1,8
485,close relatives can marry,0,4
486,Goldfish usually sleep with their eyes closed,0,7
486,Goldfish usually sleep with their eyes open,1,7
487,the color of Animal blood includes not only red,1,9
487,the color of Animal blood includes only red,0,8
489,Many insects have a sense of smell,1,7
489,All insects have no sense of smell,0,7
490,The fish is sweet,0,4
490,The fish is fishy,1,4
491,The turtle usually lives very short,0,6
491,The turtle usually lives a long time,1,7
492,The leaves of many trees fall in autumn,1,8
492,Leaves grow on trees forever,0,5
493,Bones are soft,0,3
493,Bones are hard,1,3
496,The seawater is blue,0,4
496,The seawater is colorless and transparent,1,6
499,Human tears are generally sweet,0,5
499,Human tears are usually salty,1,5
500,Cats generally like to eat vegetables,0,6
500,Cats usually like fish,1,4
501,The audiences of concerts are usually quiet,1,7
501,The audiences of concerts are usually noisy,0,7
502,wild geese fly south in winter In the northern hemisphere,1,10
502,wild geese fly north in winter In the northern hemisphere,0,10
503,"In nature, the leaves of all plants are oval",0,9
503,"In nature, there aren't plants with square leaves",1,8
505,Paralympic Games are for the disabled,1,6
505,The Olympic Games for the disabled,0,6
507,when it snows it isn't cold,0,6
507,when it snows it is cold,1,6
508,I am born in China so I am Chinese,1,9
508,I am born in Japan so I am Chinese,0,9
509,humans walk with four legs,0,5
509,humans walk with two legs,1,5
511,sea water is sweet,0,4
511,sea water is salty,1,4
512,If you want to go on the internet then you should buy a computer,1,14
512,If you want to go on the internet then you should buy a book,0,14
513,Christmas is the twelfth month of the year,1,8
513,Christmas is the thirteenth month of the year,0,8
514,we can judge whether one can buy a beer by his age,1,12
514,we can judge whether one can buy a beer by his height,0,12
516,parents love their kids,1,4
516,parents hate their kids,0,4
517,If you want to sleep you need to go to bathroom,0,11
517,If you want to sleep you need to go to bedroom,1,11
519,I love music so I play the piano every day,1,10
519,I love music so I play basketball every day,0,9
520,Raincoats are used on rainy days,1,6
520,Raincoats are used on sunny days,0,6
522,My grandmother is so kind that everyone likes her,1,9
522,My grandmother is so mean that everyone likes her,0,9
523,we develop our friendship by chatting with each other,1,9
523,we develop our friendship by fighting with each other,0,9
524,an eraser can be used to write on paper,0,9
524,a pen can be used to write on paper,1,9
526,The south pole is very hot,0,6
526,The south pole is very cold,1,6
527,Ordinary cars have four wheels,1,5
527,Ordinary cars have no wheels,0,5
528,Ears are for listening,1,4
528,Ears are for seeing,0,4
529,I talk to English native speakers to improve my English speaking,1,11
529,I talk to Chinese native speakers to improve my English speaking,0,11
530,The words are so big that I cannot read them clearly,0,11
530,The words are so small that I cannot read them clearly,1,11
531,I run every day to exercise,1,6
531,I sleep every day to exercise,0,6
532,I ran so fast that I won the championship,1,9
532,I ran so slowly that I won the championship,0,9
533,Comedy makes me laugh,1,4
533,Tragedy makes me laugh,0,4
535,I am rich so I can buy a Lamborghini,1,9
535,I am poor so I can buy a Lamborghini,0,9
536,snakes are able to swim,1,5
536,snakes are able to fly,0,5
538,we use soap to clean our hair,0,7
538,we use shampoo to clean our hair,1,7
539,a rabbit can eat a frog,0,6
539,a rabbit can eat a carrot,1,6
540,we often wear a scarf in the summer,0,8
540,we often wear a scarf in the winter,1,8
541,A student will be sad if he doesn't pass the exam,1,11
541,A student will die if he doesn't pass the exam,0,10
542,it's possible to Ski in Russia,1,6
542,it's possible to ski in sahara,0,6
543,Smuggling drugs is a nasty business,1,6
543,Smuggling drugs will be commended,0,5
545,It costs very little to buy gold,0,7
545,It costs a lot of money to buy gold,1,9
546,If you want to sew then you should get a gun,0,11
546,If you want to sew then you should get a needle,1,11
547,Sometimes people put gloves on their hands,1,7
547,Sometimes people put shoes on their hands,0,7
548,"When you are near-sighted, you can't see things near at hand",0,11
548,"When you are near-sighted, you can't see things far away",1,10
549,People can live without food for a long time,0,9
549,People need to eat enough food to live,1,8
550,The clothes will be clean after being washed,1,8
550,The clothes will be dirty after being washed,0,8
551,we can just wait for their self-healing after we break our legs,0,12
551,We usually go to the hospital after we break our legs,1,11
552,Being sedentary is a good thing,0,6
552,Being sedentary is not a good thing,1,7
553,a Dog usually bite strangers when it sees them,1,9
553,a Dog usually bite acquaintances when it sees them,0,9
555,All the birds can fly,0,5
555,Most birds can fly,1,4
556,People usually don't use pillows when they sleep,0,8
556,People usually use pillows when they sleep,1,7
557,People usually use tableware when they eat,1,7
557,People usually don't use tableware when they eat,0,8
558,people bath in the bathroom,1,5
558,people eat their lunch in the bathroom,0,7
559,People usually wash their hair with shampoo,1,7
559,People usually wash their hair with toothpaste,0,7
562,I opened the wardrobe to illuminate the room,0,8
562,I turn on the light to illuminate the room,1,9
563,Men usually use lipstick,0,4
563,Women usually use lipstick,1,4
564,Vegetarian usually like eating meat,0,5
564,Vegetarian usually don't eat meat,1,5
565,Dogs can eat chocolate,0,4
565,Dogs can eat meat,1,4
566,We can know the time through the watch,1,8
566,We can't know the time through the watch,0,8
567,People usually eat the peel of the watermelon,0,8
567,People usually eat the flesh of the watermelon,1,8
569,People usually can't smell the fragrance of jasmine,0,8
569,People usually can't smell the fragrance of grass,1,8
571,People can't take drugs at will,1,6
571,People can take drugs at will,0,6
573,The tortoise usually runs faster than the rabbit,0,8
573,The rabbit usually runs faster than the tortoise,1,8
574,Students should do homework,1,4
574,Students shouldn't do homework,0,4
576,I have the same name as him,1,7
576,I have the same fingerprints as him,0,7
577,anyone can be a Marathoner,1,5
577,only the male can be a Marathoner,0,7
579,A dermatologist can cure skin disease,1,6
579,A dermatologist can cure heart disease,0,6
580,We can hurt others at will,0,6
580,We can't hurt others at will,1,6
581,All oranges are sweet,0,4
581,all oranges are fruits,1,4
582,People often eat in the toilet,0,6
582,People often eat in restaurants,1,5
583,A chair usually has four legs,1,6
583,A chair usually has three legs,0,6
584,Many people drink coffee to refresh themselves,1,7
584,Many people drink coffee to sleep,0,6
586,Hot dogs are not dogs,1,5
586,Hot dogs are dogs,0,4
587,We can work seven days a week,1,7
587,We can work eight days a week,0,7
588,Poor sleep can lead to high energy levels,0,8
588,Poor sleep can lead to lethargy,1,6
589,Getting a Ph.D. is an easy task,0,7
589,Getting a Ph.D. is no easy task,1,7
590,I take an ax to cut wood,1,7
590,I take a sickle to cut wood,0,7
591,Burning garbage makes the environment better,0,6
591,Burning garbage makes the environment worse,1,6
594,"If people have something urgent to go to a place, they usually walk",0,13
594,If people have something urgent to go to a place they usually take a plane,1,15
596,Most people don't need friends,0,5
596,Most people have friends,1,4
598,You can find two identical leaves,0,6
598,You can't find two identical leaves,1,6
601,You can drive on the highway without a driving license,0,10
601,You can't drive on the highway without driving license,1,9
602,You can find the Eiffel Tower in France,1,8
602,You can find the statue of liberty in France,0,9
603,People don't need to wear clothes,0,6
603,People need to wear clothes,1,5
604,Most people forget things sometimes,1,5
604,Most people don't forget things anytime,0,6
605,Ugly boys are more likely to find girlfriends,0,8
605,Handsome boys are more likely to find girlfriends,1,8
606,When we get sick we go to school,0,8
606,When we get sick we go to the hospital,1,9
607,"When we want to listen to the song, we can use a USB plate",0,14
607,When we want to listen to the song we can use an mp3,1,13
608,We can observe a star with a telescope,1,8
608,We can observe a star with a microscope,0,8
609,Fire is common in the sea,0,6
609,Water is common in the sea,1,6
610,People who are allergic to potatoes can eat chips,0,9
610,People who are allergic to potatoes can't eat chips,1,9
611,Mars is not habitable,1,4
611,Mars is suitable for human survival,0,6
612,A working guitar can have no strings,0,7
612,A working guitar has strings,1,5
613,"When something breaks, we can glue them with water",0,9
613,"When something breaks, we can glue them with glue",1,9
614,Germinated sweet potatoes cannot be eaten,1,6
614,Germinated sweet potatoes can be eaten,0,6
615,All flowers have fragrance,0,4
615,Some flowers have no fragrance.,1,5
616,Some trees do not fall leaves in autumn,1,8
616,All trees lose their leaves in autumn.,0,7
617,females are found at beauty salons more often than males,1,10
617,males are found at beauty salons more often than females,0,10
619,the Heartbeat is faster in children than in adults normally,1,10
619,the Heartbeat is slower in children than in adults normally,0,10
620,a baton is used for playing music,0,7
620,a flute is used for playing music,1,7
621,You can see the pine trees blooming,0,7
621,You can not see the pine trees blooming,1,8
622,Clouds come in all kinds of colors,1,7
622,Clouds have no color,0,4
623,the sky is black in the evening,1,7
623,the sky is blue in the evening,0,7
624,I go to work to earn money,1,7
624,I go to work to earn time,0,7
626,People think more efficiently in noisy environments,0,7
626,People think more efficiently in quiet environments,1,7
630,Something you find at the airport is an airplane,1,9
630,Something you find at the airport is a ship,0,9
631,winners can get prizes,1,4
631,losers can get prizes,0,4
632,smoking is good,0,3
632,smoking is bad,1,3
633,I will confirm my email through my computer,1,8
633,I will confirm my email through my radio,0,8
634,air is free,1,3
634,air is charged,0,3
635,the bike is an old invention,1,6
635,the bike is a new invention,0,6
637,I like European culture because I traveled to Canada last year,0,11
637,I like European culture because I traveled to England last year,1,11
638,The last thing you do when you visit a museum is buying a ticket,0,14
638,The first thing you do when you visit a museum is buying a ticket,1,14
639,many people can feel that death is the start of life,0,11
639,many people can feel that death is the end of life,1,11
640,A pig is an animal,1,5
640,An apple is an animal,0,5
641,television is a device you use to contact people,0,9
641,A telephone is a device you use to contact people,1,10
642,you would buy French fries because they are healthy for you to eat,0,13
642,you would buy fresh fruits because they are healthy for you to eat,1,13
643,a person wants to buy ugly things,0,7
643,a person wants to buy nice things,1,7
644,a joke can make you laugh,1,6
644,a joke can make you cry,0,6
646,The snow is wet,1,4
646,The snow is dry,0,4
647,The desert is lack of water,1,6
647,The desert is full of water,0,6
648,the universe is very small,0,5
648,the universe is very large,1,5
649,car engines can use oil,1,5
649,car engines can use air,0,5
650,Time is changing,1,3
650,Time is static,0,3
651,The car is driving slowly on the highway,0,8
651,The car is driving fast on the highway,1,8
652,Wallets can be used to put computers.,0,7
652,Wallets can be used to put money.,1,7
653,College is usually free,0,4
653,College usually requires tuition fees,1,5
654,Children can play with guns,0,5
654,Children can't play with guns,1,5
655,Eating too much often makes people fat,1,7
655,Eating too much often makes people thin,0,7
656,Music is usually loved by people,1,6
656,Music is usually hated by people,0,6
657,People usually drink white milk,1,5
657,People usually drink black milk,0,5
658,We can see dinosaurs playing with people,0,7
658,We can see dogs playing with people,1,7
659,We can visit the website through books,0,7
659,We can visit websites through computers,1,6
660,We can write on paper with a pen,1,8
660,We can write on paper with an eraser,0,8
661,Children usually like toys,1,4
661,Adults usually like toys,0,4
662,We can buy human in the supermarket,0,7
662,We can buy snacks in the supermarket,1,7
665,people usually need to sleep,1,5
665,people usually don't need to sleep,0,6
666,A room with windows is usually dark at day,0,9
666,A room with windows is usually lighter at day,1,9
667,Most modern houses are made of concrete,1,7
667,Most modern houses are made of wood,0,7
668,People should wear seatbelts when driving,1,6
668,People can't wear seatbelts when driving,0,6
669,People are usually afraid of sharks,1,6
669,People usually like sharks,0,4
670,Alarm clocks usually help people fall asleep,0,7
670,Alarm clocks usually help people get up,1,7
673,"He wore a ring on his ring finger, but he was single",0,12
673,He wore a ring on his ring finger and he was married,1,12
674,People will go to doctors when they get sick,1,9
674,People won't go to doctors when they get sick,0,9
675,People can drink seawater when they are thirsty,0,8
675,People can drink water when they are thirsty,1,8
677,Tourists usually take cameras with them,1,6
677,Tourists will not take cameras with them,0,7
678,Students should be indulged in games,0,6
678,Students may be indulged in games,1,6
679,Dogs can help police search for drugs,1,7
679,cats can help police search for drugs,0,7
680,Diamonds can't cut glass,0,4
680,Diamonds can cut glass,1,4
681,applicants can give their bosses jobs,0,6
681,Bosses can give applicants jobs,1,5
682,People usually use sunscreen in the sun,1,7
682,People usually use sunscreen at night,0,6
683,It's easy for people to find gems,0,7
683,It's hard for people to find gems,1,7
684,You can't ask the stewardess for help while flying,0,9
684,You can ask the stewardess for help while flying,1,9
685,We can't see salt in water,1,6
685,We can see salt in water,0,6
686,Most people hate cats,0,4
686,Most people like cats,1,4
687,we can see blood in human's wounds,1,7
687,we cannot see blood in human's wounds,0,7
688,People usually put their quilts in bed,1,7
688,People usually put their quilts in the kitchen,0,8
689,sheepherders usually feed sheep with meat,0,6
689,sheepherders usually feed sheep with grass,1,6
690,People shouldn't add gasoline to cars,0,6
690,People can add gasoline to cars,1,6
691,People usually watch movies in cinemas,1,6
691,People usually watch movies in hospitals,0,6
693,Tulip is my favorite flower,1,5
693,Willow is my favorite flower,0,5
695,the first thing you do when you eat something is opening your mouth,1,13
695,the first thing you do when you eat something is closing your mouth,0,13
696,He is seventy years old so it is time for him to retire,1,13
696,He is thirty years old so it is time for him to retire,0,13
697,paper can be used to make musical instruments,0,8
697,metal can be used to make musical instruments,1,8
699,What you see in the room is a cat,1,9
699,What you see in the room is a giraffe,0,9
700,Tokyo is one of the largest countries in the world,0,10
700,China is one of the largest countries in the world,1,10
701,We usually press the button of elevators with our toes,0,10
701,We usually press the button of elevators with our fingers,1,10
702,A church is a place where people sleep,0,8
702,A church is a place where people pray,1,8
703,paper can be made from wood,1,6
703,paper can be made from sand,0,6
704,If you want to see then you should open your mouth,0,11
704,If you want to see then you should open your eyes,1,11
705,an umbrella is for sheltering you from the wind,0,9
705,an umbrella is for sheltering you from the rain,1,9
707,most people look forward to a funeral someday,0,8
707,most people look forward to a wedding someday,1,8
710,I wish I had bad luck,0,6
710,I wish I had good luck,1,6
711,His house is in the rich area so it is very expensive,1,12
711,His house is in the rich area so it is very cheap,0,12
712,You are likely to find a fish around in a river,1,11
712,You are likely to find a fish around in the sky,0,11
713,You would go for a run because you feel energetic,1,10
713,You would go for a run because you feel tired,0,10
714,your fingers are part of your face,0,7
714,your nose is part of your face,1,7
715,the Vegetable salad is junk food,0,6
715,French fries are junk food,1,5
716,A boy is a male,1,5
716,A girl is a male,0,5
717,You would go on a study because you need a break,0,11
717,You would go on a vacation because you need a break,1,11
719,water can become ice when it freezes,1,7
719,water can become steam when it freezes,0,7
721,The land is very fertile so the grain grows very well,1,11
721,The land is very barren so the grain grows very well,0,11
722,The arctic areas are very cold,1,6
722,The Equatorial areas are very cold,0,6
723,The desk is for sleeping on,0,6
723,The desk is for working with,1,6
724,I am full so I want to eat right away,0,10
724,I am hungry so I want to eat right away,1,10
725,Somebody is sleeping so we should keep voice up,0,9
725,Somebody is sleeping so we should keep voice down,1,9
726,people want to have rude neighbors,0,6
726,people want to have friendly neighbors,1,6
727,the rich have a lot of money,1,7
727,the poor have a lot of money,0,7
728,We should wear formal clothes at work,1,7
728,We should wear formal clothes at home,0,7
729,Our government is very credible so we distrust it very much,0,11
729,Our government is very credible so we trust it very much,1,11
730,These people are kind to me so I can trust him,1,11
730,These people are bad for me so I can trust him,0,11
731,He was so smart that he quickly understood the nature of the problem,1,13
731,He was so stupid that he quickly understood the nature of the problem,0,13
732,This restaurant is so popular that it is crowded every day,1,11
732,This restaurant is so unpopular that it is crowded every day,0,11
733,You are likely to find a mouse around in any room of the house,1,14
733,You are likely to find a cow around in any room of the house,0,14
734,science fiction is not real,1,5
734,Autobiography is not real,0,4
735,Gloves can protect the head,0,5
735,hats can protect the head,1,5
736,The law allows us to kill people,0,7
736,The law forbids us to kill people,1,7
737,A fox is a faithful companion,0,6
737,A dog is a faithful companion,1,6
738,Drinking too much water can make people drunk,0,8
738,Drinking too much wine can make people drunk,1,8
739,people want a dirty bathroom,0,5
739,people want a clean bathroom,1,5
740,I am five years old so I am very old,0,10
740,I am one hundred years old so I am very old,1,11
741,You would listen to music because it is enjoyable,1,9
741,You would listen to music because it is torturing,0,9
742,People laugh when they are happy,1,6
742,People cry when they are happy,0,6
743,A easy job is stressful,0,5
743,A difficult job is stressful,1,5
744,I am a left-handed person so I write with my left hand,1,12
744,I am a left-handed person so I write with my right hand,0,12
745,My friend broke up with his girlfriend so I should comfort him,1,12
745,My friend broke up with his girlfriend so I should ridicule him,0,12
747,We will be punished for obeying the rules,0,8
747,We will be punished for breaking the rules,1,8
748,I will travel at the work,0,6
748,I will travel during the holidays,1,6
749,We cut meat with a ruler,0,6
749,We cut meat with a knife,1,6
750,Fisherman depend on fishing for their livelihood,1,7
750,Fisherman depend on farming for their livelihood,0,7
751,People are in danger when an earthquake happens,1,8
751,People are safe when an earthquake happens,0,7
752,We should stay away from volcanoes,1,6
752,We should be close to volcanoes,0,6
753,We need to protect the environment,1,6
753,We need to pollute the environment,0,6
754,you will have a spouse If you get divorced,0,9
754,you will have a spouse If you get married,1,9
755,we need to keep noisy in the museum,0,8
755,we need to keep quiet in the museum,1,8
756,I went to the library to borrow books,1,8
756,I went to the restaurant to borrow books,0,8
758,I drink milk every day to keep healthy,1,8
758,I drink beer every day to keep healthy,0,8
759,you need to fail the exam to get a certification,0,10
759,you need to pass the exam to get a certification,1,10
760,we are good friends so we abuse each other,0,9
760,we are good friends so we help each other,1,9
761,elephants are quite little animals,0,5
761,Mice are quite little animals,1,5
762,Children need to stay away from Alcohol,1,7
762,Children need to stay away from books,0,7
763,traveling the world will broaden your horizon,1,7
763,traveling the world will narrow your horizon,0,7
764,We play football in the stadium,1,6
764,We play football in my bedroom,0,6
765,There are many guests in this restaurant because of its perfect food,1,12
765,There are few guests in this restaurant because of its perfect food,0,12
766,We should stand in line when there is a queue,1,10
766,We should cut in line when there is a queue,0,10
767,People respect him very much because he is a murderer,0,10
767,People respect him very much because he is a doctor,1,10
768,Time is abstract,1,3
768,Time is specific,0,3
769,People can breathe in the water,0,6
769,People can breathe in the air,1,6
770,You can use leaves to feed to Sloths,1,8
770,You can use meat to feed to Sloths,0,8
771,he became one of my best friends because he is sincere,1,11
771,he became one of my best friends because he is hypocritical,0,11
772,it is useful to read books every day,1,8
772,it is useless to read books every day,0,8
773,I am good at swimming because I have always live by the sea,1,13
773,I am good at swimming because I have always live in the desert,0,13
774,the people in cities are usually richer than the people in the countryside,1,13
774,the people in cities are usually poorer than the people in the countryside,0,13
775,People usually Shed tears during exercising,0,6
775,People usually sweat during exercising,1,5
778,You can see many people live in the water,0,9
778,You can see many people live on land,1,8
779,Most people can afford luxury goods,0,6
779,Most people can't afford luxury goods,1,6
780,We need airplanes to go to the moon,0,8
780,We need rockets to go to the moon,1,8
781,We can hear voices in the vacuum,0,7
781,We can't hear voices in the vacuum,1,7
782,People should throw banana peels in the garbage can,1,9
782,People should throw banana peels on the ground,0,8
783,People usually use electrical appliances with dry hands,1,8
783,People usually use electrical appliances with wet hands,0,8
784,People can't use plants to make paper,0,7
784,People usually use plants to make paper,1,7
785,teenagers shouldn't smoke,1,3
785,teenagers should smoke,0,3
786,people usually ask a waiter to cook,0,7
786,people usually ask a chef to cook,1,7
788,People shouldn't believe what happens in their dreams,1,8
788,People should believe what happens in their dreams,0,8
789,Most countries need troops,1,4
789,Most countries don't need troops,0,5
790,Pianists usually have inflexible fingers,0,5
790,Pianists usually have very flexible fingers,1,6
792,People can't know what will happen in the future,1,9
792,People usually know what will happen in the future,0,9
793,People like mice,0,3
793,People hate mice,1,3
794,Shepherds usually like wolves,0,4
794,Shepherds usually hate wolves,1,4
795,People living in the desert usually save water,1,8
795,People living in the desert often waste water,0,8
796,Generally speaking taking notes is a good habit,1,8
796,Generally speaking taking notes is not a good habit,0,9
797,Materialists believe in the existence of Jesus,0,7
797,Materialists don't believe in the existence of Jesus,1,8
798,Eating kelp with Onions is not good for your health,1,10
798,Eating kelp with Onions is good for your health,0,9
799,We can use the ATM to get bank cards,0,9
799,We can use the ATM to save money,1,8
800,Software development requires money,1,4
800,Software development doesn't cost money,0,5
801,Not all boys like girls on the sexual aspect,1,9
801,All the boys like girls on the sexual aspect,0,9
803,It's healthier to drink river water,0,6
803,It's healthier to drink boiled water,1,6
806,When the house stinks we don't want to clean it,0,10
806,When the house stinks we want to clean it,1,9
807,Milk can be drunk at room temperature for a month after being opened,0,13
807,Milk must be discarded at room temperature for a month after being opened,1,13
808,In order to protect the trees we should refuse to cut them down,1,13
808,In order to protect the trees we should use less disposable paper towels,0,13
809,In ordinary times we can't see the legendary dragon,1,9
809,In ordinary times we can see the legendary dragon,0,9
811,Many people go bald as they get older,1,8
811,Many people don't go bald as they get older,0,9
812,"When we're laughing, we're generally happy",1,6
812,"When we're laughing, we are usually sad",0,7
815,Taking too much medicine is a good thing,0,8
815,Taking too much medicine is not a good thing,1,9
817,When we want to log into a new website we have to register first,1,14
817,When we want to log into a new website it's not necessary to register,0,14
818,We feel tired after exercising for a long time,1,9
818,We feel energetic after exercising for a long time,0,9
819,people usually use water cup to retain meal,0,8
819,people usually use water cup to retain water,1,8
820,The doctor usually goes to the hospital because they are sick,0,11
820,The patient usually goes to the hospital because they are sick,1,11
821,When people encounter robbers they will call the police,1,9
821,When people encounter robbers they will call ambulances,0,8
822,People can play on the highway,0,6
822,People can play on the playground,1,6
823,People can't ask a guide for help when they travel,0,10
823,People can ask a guide for help when they travel,1,10
825,People shouldn't pollute water resources,1,5
825,People should pollute water resources,0,5
826,Myopic people usually need glasses,1,5
826,Myopic people usually don't need glasses,0,6
827,parks are not suitable for walking around,0,7
827,parks are suitable for walking around,1,6
829,People usually wear clothes made of wood,0,7
829,People usually wear clothes made of cotton,1,7
830,People can send letters with pigeons,1,6
830,People can't send letters with pigeons,0,6
831,People shouldn't eat a lot of sugar,1,7
831,People should eat a lot of sugar,0,7
832,it's easy for people without hearts to survive,0,8
832,it's hard for people without hearts to survive,1,8
834,Snakes usually eat mice or birds,1,6
834,Snakes usually eat elephants,0,4
835,Most roads have trees beside them,1,6
835,Most roads have no trees beside them,0,7
836,humans usually breathe with their noses,1,6
836,humans breathe only with their noses,0,6
837,People can use computers in the shower,0,7
837,People can't use computers in the shower,1,7
838,humans usually eat with their mouths,1,6
838,humans usually don't eat with their mouths,0,7
839,Iron products are usually sensitive to rain,1,7
839,Iron products are usually not sensitive to rain,0,8
840,People shouldn't feed monkeys bananas,0,5
840,People usually feed monkeys bananas,1,5
841,People usually wear sunglasses on sunny days,1,7
841,People usually wear sunglasses on rainy days,0,7
842,People usually knock at the door before entering,1,8
842,People usually don't knock at the door before entering,0,9
843,People usually grab crab forceps,0,5
843,People usually grab the crab's back,1,6
844,Grass usually grows in spring,1,5
844,Grass usually grows in winter,0,5
845,I am so relaxed that I do not know what to say,0,12
845,I am so nervous that I do not know what to say,1,12
846,we are going to watch the sunset tomorrow so you need to get up early,0,15
846,we are going to watch the sunrise tomorrow so you need to get up early,1,15
847,a chair can be used to sit,1,7
847,a chair can be used to lie,0,7
848,doing housework is a good way to entertain ourselves,0,9
848,watching movies is a good way to entertain ourselves,1,9
849,I need water because I am hungry,0,7
849,I need water because I am thirsty,1,7
850,I love the play very much because it is wonderful,1,10
850,I love the play very much because it is terrible,0,10
851,this company makes a lot of money because of its outdated equipment,0,12
851,this company makes a lot of money because of its advanced equipment,1,12
853,Cosmetics can make me more ugly,0,6
853,Cosmetics can make me more beautiful,1,6
854,Basketball is spherical,1,3
854,Basketball is square,0,3
855,The monitor is a part of the computer,1,8
855,the mirror is a part of the computer,0,8
856,this novel is too thin to finish quickly,0,8
856,this novel is too thick to finish quickly,1,8
857,People can make up in the bathroom,1,7
857,People can't make up in the bathroom,0,7
858,People can't talk loudly in hospitals,1,6
858,People can talk loudly in hospitals,0,6
859,You can't see the living dragon,1,6
859,You can see the living dragon,0,6
860,Soldiers are usually very strong,1,5
860,Soldiers are usually very weak,0,5
861,People shouldn't drink tea,0,4
861,People should drink tea,1,4
862,People shouldn't tell strangers the address of their families,1,9
862,People should tell strangers the address of their families,0,9
863,You can touch the software with your hands,0,8
863,You can't touch the software with your hands,1,8
864,You can save drowning people if you can swim,1,9
864,You can save drowning people if you can't swim,0,9
865,People should correct their mistakes,1,5
865,People should ignore their mistakes,0,5
867,People go to school for studying,1,6
867,People go to school for sleeping,0,6
868,Doctors need to write papers,1,5
868,Doctors don't need to write papers,0,6
869,People usually drive tanks at sea,0,6
869,People usually drive tanks on land,1,6
870,People should destroy the collections in museums,0,7
870,People shouldn't destroy the collections in museums,1,7
871,People usually like pet dogs,1,5
871,People usually hate pet dogs,0,5
872,People can usually see chickens on the ground,1,8
872,People can usually see chickens in the sky,0,8
873,People usually hate to travel,0,5
873,People usually like to travel,1,5
876,I can pass the shopping mall easily because it is empty,1,11
876,I can pass the shopping mall easily because it is crowded,0,11
877,we cannot live without wine,0,5
877,we cannot live without water,1,5
878,children are encouraged to be dishonest,0,6
878,children are encouraged to be honest,1,6
879,Love is a terrible feeling,0,5
879,Love is a wonderful feeling,1,5
880,water has the effect of making things dry,0,8
880,water has the effect of making things wet,1,8
881,we can drive with a driver's license,1,7
881,we can drive without a driver's license,0,7
882,People usually wear clothes when they take a bath,0,9
882,People usually wear nothing when they take a bath,1,9
884,People usually drink clean water,1,5
884,People usually drink river water,0,5
886,Students usually do their homework in bed,0,7
886,Students usually do their homework on the desk,1,8
887,Wheat is of no use to human beings,0,8
887,Wheat is useful to human beings,1,6
888,Humans usually like eating mice,0,5
888,Humans usually like eating pork,1,5
890,People don't need to use air conditioning on the day in a temperature,1,13
890,People don't need to use air conditioning on a hot day,0,11
891,People are usually upset when they fall down,1,8
891,People are usually happy when they fall down,0,8
894,People usually don't need condiments while cooking,0,7
894,People usually don't need computers while cooking,1,7
895,People usually feed tiger grass in zoos,0,7
895,People usually feed tiger meat in zoos,1,7
896,People can usually see snow in the summer,0,8
896,People can usually see snow in the winter,1,8
898,People can open locked boxes directly,0,6
898,People can open unlocked boxes directly,1,6
899,It's easy for people to see their neighbors,1,8
899,It's hard for people to see their neighbors,0,8
900,People usually pack food on plates,1,6
900,People usually pack food on hands,0,6
901,people usually marry the one they hate,0,7
901,people usually marry the one they love,1,7
903,People usually go fishing in sand,0,6
903,People usually go fishing in water,1,6
905,People usually dry themselves with towels,1,6
905,People usually dry their bodies with plastic,0,7
906,We can use the cup to catch water,1,8
906,We can use the net to catch water,0,8
907,People can use calculators to make telephone calls,0,8
907,People can use mobile phones to make phone calls,1,9
908,The Earth revolves around the sun,1,6
908,The Earth revolves around the moon,0,6
909,Beer contains water,1,3
909,Beer contains gasoline,0,3
910,elephants are small animals,0,4
910,elephants are enormous animals,1,4
